Feature,Importance,FieldID,FieldName
20500-0.0,0.163056828,20500,Suffering mental distress 
20450-0.0,0.131705239,20450,Feelings of worthlessness
20433-0.0,0.089088928,20433,Age at first episode of depression
2100-0.0,0.075763503,2100,Seen psychiatrists for  anxiety/depression
20437-0.0,0.072899445,20437,Thoughts of death during depression
20499-0.0,0.05455822,20499,Ever sought/received help for mental distress
20544-0.0-11,0.043829739,20544,Depression diagnosed by professional
20531-0.0,0.034020133,20531,Victim of sexual assault
20489-0.0,0.025613985,20489,Felt loved as a child
20487-0.0,0.021709836,20487,Felt hated by family member as a child
99999992-0.0,0.020392809,99999992,Traumatic events
2149-0.0,0.019096105,2149,Lifetime number of sexual partners
20436-0.0,0.018446426,20436,Fraction of day affected during depression
20523-0.0,0.016432224,20523,Physical violence by partners
20521-0.0,0.013714373,20521,Belittlement by partners
20162-0.0,0.012778456,20162,Smoking years as proportion of life span
20546-0.0-4,0.010722163,20546,Drugs or alcohol  taken for depression
2139-0.0,0.010363158,2139,Age first had sexual intercourse
20513-0.0,0.009744726,20513,Recent thoughts of suicide or self-harm
189-0.0,0.00957462,189,Townsend deprivation index 
699-0.0,0.00826427,699,Length of time at current address
20488-0.0,0.005366011,20488,Physically abused by family as a child
20461-0.0,0.00495271,20461,Age at first psychotic experience
20161-0.0,0.004369656,20161,Pack years of smoking
99999995-0.0,0.004218728,99999995,Mental distress
3669-0.0,0.003957796,3669,Number of same-sex sexual partners
20455-0.0,0.003684989,20455,Age when last took cannabis
1883-0.0,0.002897522,1883,Number of full sisters
1458-0.0,0.002594092,1458,Cereal intake
20441-0.0,0.002503998,20441,Prolonged loss of interest in normal activities
20492-0.0,0.00241879,20492,Longest period of mania or irritability
20493-0.0,0.002415547,20493,Severity of problems due to mania or irritability
20406-0.0,0.002283628,20406,Ever addicted to alcohol
20536-0.0,0.002020847,20536,Weight change during worst episode of depression
680-0.0,0.001941292,680,Own or rent accommodation lived in
99999998-0.0,0.001851809,99999998,Depression symptom
2188-0.0,0.001826087,2188,"Long-standing illness, disability or infirmity"
20522-0.0,0.001798892,20522,Been in a confiding relationship as an adult
20496-0.0,0.001785042,20496,Felt distant from other people in past month
