Pheno_code,ShapValues_cv,TotalGain_cv,TotalCover_cv,Ensemble,FieldID,Path,Category,FieldName,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Notes
20548-0.0-2,0.000148026,4.23E-05,0.000133333,0.000107872,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
20197-2.0,6.07E-05,4.14E-05,0.000244444,0.000115507,20197,UK Biobank Assessment Centre > Cognitive function > Paired associate learning,506,Number of word pairs correctly associated,33992,36778,Accruing,Integer,,Data,Derived,Unisex,2,1,This is the number of word pairs correctly associated out of ten attempts.
1269-0.0,4.66E-05,4.11E-05,0.000111111,6.63E-05,1269,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Exposure to tobacco smoke at home,464097,533494,Complete,Integer,hours/week,Data,Primary,Unisex,4,1,ACE touchscreen question \At home
20512-0.0,0.000103748,4.06E-05,0.0002,0.000114789,20512,Online follow-up > Mental health > Anxiety,140,Recent feelings of foreboding,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
4282-0.0,9.40E-05,3.88E-05,0.000222222,0.000118339,4282,UK Biobank Assessment Centre > Cognitive function > Numeric memory,100029,Maximum digits remembered correctly,82818,89454,Complete,Integer,,Data,Primary,Unisex,4,1,Longest number correctly recalled during the numeric memory test. A value of -1 is recorded if the participant chose to abandon the test before completing the first round.
1970-0.0,8.81E-06,3.84E-05,0.000155556,6.76E-05,1970,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Nervous feelings,501596,574022,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Would you call yourself a nervous person?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20420-0.0,7.28E-05,3.72E-05,0.000222222,0.000110751,20420,Online follow-up > Mental health > Anxiety,140,Longest period spent worried or anxious,39006,39006,Accruing,Integer,,Data,Primary,Unisex,1,1,"Question asked: \What is the longest period of time that this kind of worrying has ever continued?\""  Question was asked when ~F20421~ was Yes."""
1518-0.0,3.24E-05,3.61E-05,0.0002,8.95E-05,1518,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Hot drink temperature,501604,574030,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How do you like your hot drinks? (Such as coffee or tea)\"""""
5518-0.0,3.76E-05,3.54E-05,0.0002,9.10E-05,5518,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain on walking : effect of standing still,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \What happens to the pain you get while walking if you stand still?\"" ~F5518~ was collected from participants who indicated that they get a pain in either leg on walking"
1408-0.0,6.70E-05,3.51E-05,0.0002,0.000100694,1408,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Cheese intake,490265,560494,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How often do you eat cheese? (Include cheese in pizzas
1359-0.0,0.000105421,3.49E-05,0.000155556,9.86E-05,1359,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Poultry intake,501606,574032,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How often do you eat chicken
1170-0.0,2.54E-05,3.45E-05,0.000177778,7.92E-05,1170,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Getting up in morning,498731,570270,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \On an average day
20515-0.0,6.13E-05,3.41E-05,0.000177778,9.11E-05,20515,Online follow-up > Mental health > Anxiety,140,Recent trouble relaxing,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
2020-0.0,0.000139466,3.36E-05,8.89E-05,8.73E-05,2020,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,"Loneliness, isolation",501594,574020,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you often feel lonely?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
1697-0.0,1.27E-05,3.30E-05,0.000155556,6.71E-05,1697,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Comparative height size at age 10,501592,533589,Complete,Categorical single,,Data,Primary,Unisex,3,1,ACE touchscreen question \When you were 10 years old
1319-0.0,5.90E-05,3.30E-05,0.000155556,8.25E-05,1319,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Dried fruit intake,501607,574033,Complete,Integer,pieces/day,Data,Primary,Unisex,4,1,ACE touchscreen question \About how many pieces of DRIED fruit would you eat per DAY? (Count one prune
6772-2.0,0.000142843,3.26E-05,0.0002,0.000125134,6772,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Interval between previous point and current one in numeric path (trail #1),33652,907235,Accruing,Integer,deciseconds,Data,Derived,Unisex,2,25,Interval between previous point and current one in numeric path (trail #1). Note that these intervals are unlikely to sum to ~F6348~ due to rounding truncation.   If a participant did not complete the trail (as indicated by a zero in ~F6348~) then the number of results for this field will be smaller than the length (25) of the trail.
20447-0.0,0.000182929,3.14E-05,0.000177778,0.000130686,20447,Online follow-up > Mental health > Depression,138,Depression possibly related to stressful or traumatic event,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did this worst period start within two months of the death of someone close to you or after a stressful or traumatic event in your life?\""  Question was asked when ~F20446~ was Yes or ~F20441~ was Yes."""
20497-0.0,0.000134854,3.13E-05,0.000155556,0.000107245,20497,Online follow-up > Mental health > Traumatic events,145,Repeated disturbing thoughts of stressful experience in past month,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Next is a list of problems and complaints that people sometimes have in response to such extremely stressful experiences. Please indicate how much you have been bothered by that problem in the past month: Repeated
20428-0.0,8.02E-06,3.08E-05,0.000155556,6.48E-05,20428,Online follow-up > Mental health > Anxiety,140,Professional informed about anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Did you ever tell a professional about these problems (medical doctor
20525-0.0,2.14E-05,2.97E-05,0.000155556,6.89E-05,20525,Online follow-up > Mental health > Traumatic events,145,Able to pay rent/mortgage as an adult,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Since I was sixteen... There was money to pay the rent or mortgage when I needed it\"""""
20544-0.0-6,7.06E-05,2.88E-05,0.000177778,9.24E-05,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20401-0.0,2.55E-05,2.75E-05,8.89E-05,4.73E-05,20401,Online follow-up > Mental health > Addictions,141,Ever addicted to any substance or behaviour,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Have you been addicted to or dependent on one or more things
20544-0.0-15,0.000318979,2.74E-05,0.000155556,0.000167313,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
4285-0.0,0.000447869,2.63E-05,0.000155556,0.000209918,4285,UK Biobank Assessment Centre > Cognitive function > Numeric memory,100029,Time to complete test,82818,89454,Complete,Integer,deciseconds,Data,Auxiliary,Unisex,4,1,Total time use by numeric memory test from first to last rounds.
6183-0.0,1.33E-05,2.57E-05,0.000155556,6.49E-05,6183,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Number of cigarettes previously smoked daily (current cigar/pipe smokers),1813,1875,Complete,Integer,,Data,Primary,Unisex,4,1,"ACE touchscreen question \About how many cigarettes did you smoke on average each day?\"" The following checks were performed:  If answer   If answer > 150 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the total number of cigarettes (including both hand-rolled and manufactured cigarettes if both were smoked) For hand-rolled cigarettes:  - One ounce of tobacco makes about 30 cigarettes  - One gram of tobacco makes about 1 cigarette      ~F6183~ was collected from participants who indicated they currently smoke cigars and pipes"
1628-0.0,2.80E-05,2.46E-05,0.000111111,5.46E-05,1628,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Alcohol intake versus 10 years previously,460885,527914,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Compared to 10 years ago
20474-0.0,2.99E-05,2.36E-05,0.000111111,5.49E-05,20474,Online follow-up > Mental health > Unusual and psychotic experiences,144,Ever believed in un-real communications or signs,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did you ever believe that a strange force was trying to communicate directly with you by sending special signs or signals that you could understand but that no one else could understand (for example through the radio or television)?\"""""
20516-0.0,0.000131794,2.26E-05,6.67E-05,7.37E-05,20516,Online follow-up > Mental health > Anxiety,140,Recent restlessness,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
5663-0.0,6.79E-06,2.25E-05,0.000133333,5.42E-05,5663,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Length of longest manic/irritable episode,43557,45920,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \What is the longest time period that these \""high\"" or \""irritable\"" periods have lasted?\""  Question was introduced part way through fieldwork in April 2009.  ~F5663~ was collected from participants who indicated they have had a period of at least two days when they were more high"
1070-0.0,0.000106467,2.23E-05,0.000133333,8.74E-05,1070,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Time spent watching television (TV),501618,574044,Complete,Integer,hours/day,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical DAY
4570-0.0,0.000100681,2.21E-05,0.000133333,8.54E-05,4570,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Friendships satisfaction,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how satisfied are you with your FRIENDSHIPS?\""  Question was introduced part way through fieldwork in April 2009."""
399-0.1,3.57E-05,2.15E-05,0.000133333,6.35E-05,399,UK Biobank Assessment Centre > Cognitive function > Pairs matching,100030,Number of incorrect matches in round,498734,1168787,Complete,Integer,,Data,Primary,Unisex,4,3,A value of 0 indicates the participant made no mistakes.
3496-0.0,2.08E-05,1.99E-05,0.000111111,5.06E-05,3496,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Wants to stop smoking,39142,40540,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you want to stop smoking?\"" ~F3496~ was collected from participants who indicated they currently smoke tobacco on most or all days"
864-0.0,8.79E-06,1.98E-05,8.89E-05,3.92E-05,864,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Number of days/week walked 10+ minutes,501627,574053,Complete,Integer,days/week,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical WEEK
6351-2.0,4.30E-06,1.96E-05,0.000111111,4.50E-05,6351,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Total errors traversing alphanumeric path (trail #2),33992,36778,Accruing,Integer,error-count,Data,Primary,Unisex,2,1,Total errors traversing alphanumeric path (trail #2). A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process prior to making any mistakes - see ~F6350~ to determine whether they actually completed the trail.
2926-0.0,2.26E-05,1.94E-05,8.89E-05,4.36E-05,2926,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Number of unsuccessful stop-smoking attempts,122708,137168,Complete,Integer,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many times did you try to give up smoking before you were successful?\"" The following checks were performed:  If answer   If answer > 200 then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure"
20432-0.0,1.45E-05,1.91E-05,6.67E-05,3.35E-05,20432,Online follow-up > Mental health > Addictions,141,Ongoing behavioural or miscellanous addiction,2241,2241,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Are these addictions ongoing?\""  Question was asked when ~F20431~ was Yes."""
6333-2.0,0.000155789,1.86E-05,0.000111111,9.52E-05,6333,UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion,501,Duration spent answering each puzzle,33602,475387,Accruing,Integer,deciseconds,Data,Primary,Unisex,2,15,"This is an array of values, one for each puzzle answered, detailing how long the participant spent looking at a puzzle before selecting their answer.   Some values are zero indicating a response time of less than 0.1 seconds, which is below the realistic minimum time for mentally processing the picture and deciding which image to touch. Such values are assumed to be due to a participant hovering a finger over the screen and accidentally making contact with it when the puzzle first appears."
20529-0.0,4.40E-05,1.85E-05,0.000111111,5.79E-05,20529,Online follow-up > Mental health > Traumatic events,145,Victim of physically violent crime,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \In your life
1031-0.0,1.48E-06,1.85E-05,8.89E-05,3.63E-05,1031,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,100061,Frequency of friend/family visits,498736,570275,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How often do you visit friends or family or have them visit you?\"" If the participant activated the Help button they were shown the message:     If this varies"
5674-0.0,2.19E-05,1.85E-05,6.67E-05,3.57E-05,5674,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Severity of manic/irritable episodes,43557,45920,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How much of a problem have these \""high\"" or \""irritable\"" periods caused you?\""  Question was introduced part way through fieldwork in April 2009.  ~F5674~ was collected from participants who indicated they have had a period of at least two days when they were more high"
1110-0.0,6.30E-05,1.81E-05,0.000111111,6.41E-05,1110,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,100053,Length of mobile phone use,501617,574043,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \For approximately how many years have you been using a mobile phone at least once per week to make or receive calls?\"" If the participant activated the Help button they were shown the message:     Do not include time spent text messaging. If you are unsure"
4537-0.0,4.14E-05,1.76E-05,0.000111111,5.67E-05,4537,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Work/job satisfaction,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how satisfied are you with the WORK that you do?\""  Question was introduced part way through fieldwork in April 2009."""
20543-0.0,3.57E-05,1.74E-05,0.000111111,5.48E-05,20543,Online follow-up > Mental health > Anxiety,140,Number of things worried about during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
2178-0.0,8.07E-05,1.74E-05,8.89E-05,6.23E-05,2178,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Overall health rating,501583,574009,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how would you rate your overall health?\"""""
23122-0.0,1.96E-05,1.72E-05,8.89E-05,4.19E-05,23122,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm predicted mass (right),492939,562011,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right Arm predicted mass in Kg, 0.1 increments."
20429-0.0,6.90E-05,1.72E-05,0.000111111,6.58E-05,20429,Online follow-up > Mental health > Anxiety,140,Easily tired during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
20445-0.0,7.24E-05,1.64E-05,8.89E-05,5.92E-05,20445,Online follow-up > Mental health > Depression,138,Depression possibly related to childbirth,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did this episode occur within months of giving birth? Or has it been suggested you had post-natal depression?\""  Question was asked for women (only) when ~F20446~ was Yes or ~F20441~ was Yes."""
20435-0.0,0.000165503,1.64E-05,0.000111111,9.77E-05,20435,Online follow-up > Mental health > Depression,138,Difficulty concentrating during worst depression,89028,89028,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Did you have a lot more trouble concentrating than usual?\""  Question was asked when ~F20446~ was Yes or ~F20441~ was Yes."""
20511-0.0,3.74E-05,1.63E-05,8.89E-05,4.76E-05,20511,Online follow-up > Mental health > Depression,138,Recent poor appetite or overeating,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
1777-0.0,7.01E-06,1.61E-05,8.89E-05,3.73E-05,1777,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Part of a multiple birth,494251,525778,Complete,Categorical single,,Data,Primary,Unisex,3,1,ACE touchscreen question \Are you a twin
894-0.0,5.06E-06,1.59E-05,8.89E-05,3.66E-05,894,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Duration of moderate activity,418101,475782,Complete,Integer,minutes/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many minutes did you usually spend doing moderate activities on a typical DAY?\"" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing moderate physical activity on each day of the week varies a lot"
1757-0.0,6.03E-06,1.59E-05,8.89E-05,3.69E-05,1757,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Facial ageing,498718,570257,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do people say that you look:\"""""
20498-0.0,6.78E-05,1.56E-05,4.44E-05,4.26E-05,20498,Online follow-up > Mental health > Traumatic events,145,Felt very upset when reminded of stressful experience in past month,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Next is a list of problems and complaints that people sometimes have in response to such extremely stressful experiences. Please indicate how much you have been bothered by that problem in the past month: Feeling very upset when something reminded you of a stressful experience?\"""""
5496-0.0,5.71E-05,1.56E-05,8.89E-05,5.39E-05,5496,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain when walking ever disappears while walking,28001,28927,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does the pain you get while walking ever disappear when you continue walking?\"" ~F5496~ was collected from participants who indicated that they get a pain in either leg on walking"
403-0.0,6.92E-06,1.47E-05,8.89E-05,3.68E-05,403,UK Biobank Assessment Centre > Cognitive function > Reaction time,100032,Number of times snap-button pressed,496599,6783444,Complete,Integer,,Data,Primary,Unisex,4,12,This indicates the number of times the snap-button was pressed (i.e. the user indicated the cards matched) in each round.
1687-0.0,1.47E-05,1.46E-05,8.89E-05,3.94E-05,1687,UK Biobank Assessment Centre > Touchscreen > Early life factors,100033,Comparative body size at age 10,501592,533589,Complete,Categorical single,,Data,Primary,Unisex,3,1,ACE touchscreen question \When you were 10 years old
1478-0.0,5.95E-05,1.45E-05,6.67E-05,4.69E-05,1478,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Salt added to food,501604,574030,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you add salt to your food? (Do not include salt used in cooking)\"" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure"
20446-0.0,1.65E-06,1.37E-05,4.44E-05,1.99E-05,20446,Online follow-up > Mental health > Depression,138,Ever had prolonged feelings of sadness or depression,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Have you ever had a time in your life when you felt sad
5485-0.0,2.71E-05,1.31E-05,6.67E-05,3.56E-05,5485,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain when walking normally,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you get pain when you walk at an ordinary pace on the level?\"" ~F5485~ was collected from participants who indicated that they get a pain in either leg on walking"
20494-0.0,8.54E-05,1.30E-05,6.67E-05,5.50E-05,20494,Online follow-up > Mental health > Traumatic events,145,Felt irritable or had angry outbursts in past month,71184,71184,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Please indicate how much you have been bothered by that problem in the past month: Feeling irritable or having angry outbursts?\""  Question was asked when ~F20497~ or ~F20498~ or ~F20495~ was at least \""A little bit\""."""
4526-0.0,6.65E-05,1.29E-05,8.89E-05,5.61E-05,4526,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Happiness,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how happy are you?\""  Question was introduced into the touchscreen interview part way through fieldwork in April 2009."""
3571-0.0,1.31E-05,1.29E-05,8.89E-05,3.83E-05,3571,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,100048,Back pain for 3+ months,137447,144474,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you had back pains for more than 3 months?\"" ~F3571~ was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities"
2237-0.0,2.27E-05,1.27E-05,6.67E-05,3.40E-05,2237,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,100053,Plays computer games,501582,574008,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you play computer games?\"" If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     """
20018-0.0,0.000158811,1.18E-05,6.67E-05,7.91E-05,20018,UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,Prospective memory result,211952,241166,Complete,Categorical single,,Data,Derived,Unisex,4,1,"This field condenses the results of the prospective memory test into 3 groups. It does not distinguish between people who, at the first attempt, followed the on-screen instruction (thereby giving an incorrect result) and people who remembered to ignore the instruction but did not correctly recall what to do instead. Please see the constituent parts ~F4292~ and ~F4293~ if additional detail is required."
5474-0.0,1.57E-05,1.18E-05,6.67E-05,3.14E-05,5474,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,100038,Leg pain when walking uphill or hurrying,51160,53750,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you get pain when you walk uphill or hurry?\"" ~F5474~ was collected from participants who indicated that they get a pain in either leg on walking"
20547-0.0-1,3.47E-05,1.17E-05,4.44E-05,3.03E-05,20547,Online follow-up > Mental health > Depression,138,Activities undertaken to treat depression,40335,47683,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,Question asked: \Did you ever try talking therapies for these problems
20507-0.0,2.53E-05,1.16E-05,4.44E-05,2.71E-05,20507,Online follow-up > Mental health > Depression,138,Recent feelings of inadequacy,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20517-0.0,2.13E-05,1.03E-05,6.67E-05,3.27E-05,20517,Online follow-up > Mental health > Depression,138,"Trouble falling or staying asleep, or sleeping too much",157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20495-0.0,2.77E-05,1.03E-05,4.44E-05,2.75E-05,20495,Online follow-up > Mental health > Traumatic events,145,Avoided activities or situations because of previous stressful experience in past month,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Next is a list of problems and complaints that people sometimes have in response to such extremely stressful experiences. Please indicate how much you have been bothered by that problem in the past month: Avoiding activities or situations because they reminded you of a stressful experience?\"""""
1220-0.0,2.94E-06,1.03E-05,6.67E-05,2.66E-05,1220,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Daytime dozing / sleeping (narcolepsy),501610,574036,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How likely are you to doze off or fall asleep during the daytime when you don't mean to? (e.g. when working
95-0.0,2.44E-05,1.02E-05,6.67E-05,3.38E-05,95,UK Biobank Assessment Centre > Physical measures > Blood pressure,100011,Pulse rate (during blood-pressure measurement),48862,81101,Complete,Integer,,Data,Primary,Unisex,4,2,Pulse measured during automated blood-pressure reading
4653-0.0,0.000195227,9.96E-06,4.44E-05,8.32E-05,4653,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Ever highly irritable/argumentative for 2 days,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?\""  Question was introduced part way through fieldwork in April 2009."""
1990-0.0,5.38E-06,9.93E-06,6.67E-05,2.73E-05,1990,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Tense / 'highly strung',501595,574021,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Would you call yourself tense or 'highly strung'?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
2463-0.0,2.82E-06,9.91E-06,6.67E-05,2.65E-05,2463,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,100044,Fractured/broken bones in last 5 years,501570,573996,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you fractured/broken any bones in the last 5 years?\"""""
20117-0.0,1.49E-06,9.44E-06,2.22E-05,1.10E-05,20117,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Alcohol drinker status,501604,574030,Accruing,Categorical single,,Data,Derived,Unisex,4,1,
20426-0.0,1.07E-05,9.40E-06,4.44E-05,2.15E-05,20426,Online follow-up > Mental health > Anxiety,140,Restless during period of worst anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
4501-0.0,3.84E-05,9.14E-06,4.44E-05,3.07E-05,4501,UK Biobank Assessment Centre > Touchscreen > Family history,100034,Non-accidental death in close genetic family,211165,241433,Complete,Categorical single,,Data,Primary,Unisex,4,1,Introduced part way through fieldwork in April 2009.  ACE touchscreen question \Have any of your mother
1960-0.0,2.55E-06,8.98E-06,4.44E-05,1.87E-05,1960,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Fed-up feelings,501596,574022,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you often feel 'fed-up'?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20473-0.0,2.60E-06,8.85E-06,4.44E-05,1.86E-05,20473,Online follow-up > Mental health > Unusual and psychotic experiences,144,Number of times seen an un-real vision,5029,5029,Accruing,Integer,,Data,Primary,Unisex,1,1,Question asked: \About how many times in your life did this happen (when you were not dreaming
1548-0.0,3.22E-06,8.54E-06,4.44E-05,1.87E-05,1548,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Variation in diet,498721,570260,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Does your diet vary much from week to week?\"""""
20552-0.0-2,9.09E-08,8.52E-06,2.22E-05,1.03E-05,20552,Online follow-up > Mental health > Addictions,141,Behavioural and miscellaneous addictions,2241,2327,Accruing,Categorical multiple,,Data,Primary,Unisex,1,2,"Question asked: \Were you addicted to (tick all that apply):\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20431~ was Yes."""
