Pheno_code,ShapValues_cv,TotalGain_cv,TotalCover_cv,Ensemble,FieldID,Path,Category,FieldName,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Notes
1329-0.0,0.001432604,0.000614434,0.002733333,0.001593457,1329,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Oily fish intake,501607,574033,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How often do you eat oily fish? (e.g. sardines
4288-0.0,0.00850051,0.0005949,0.003155556,0.004083655,4288,UK Biobank Assessment Centre > Cognitive function > Prospective memory,100031,Time to answer,211952,241166,Complete,Integer,seconds,Data,Primary,Unisex,4,1,"This is the time between completing the initial prompt and displaying answer. Between the initial prompt and the final challenge, various other tests were done so the time here depends strongly on how long the participants took to do these intervening tests and the number/complexity of them. The number of intervening tests has varied throughout the study, generally being larger at the imaging centres than in the original assessment centres, and hence there is systematic bias across time."
20544-0.0-4,0.00027386,0.000560661,0.002955556,0.001263359,20544,Online follow-up > Mental health > Mental distress,137,Depression diagnosed by professional,50088,74866,Accruing,Categorical multiple,,Data,Primary,Unisex,1,16,Question asked: \Have you been diagnosed with one or more of the following mental health problems by a professional
20127-0.0,0.000984936,0.00055984,0.001733333,0.001092703,20127,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Neuroticism score,401560,401560,Complete,Integer,,Data,Derived,Unisex,1,1,"This is an externally derived summary score of neuroticism, based on 12 neurotic behaviour domains as reported from fields 1920, 1930, 1940, 1950, 1960, 1970, 1980, 1990, 2000, 2010, 2020 and 2030 from the touchscreen questionnaire at baseline. Participants were assessed for twelve domains of neurotic behaviours via the touchscreen questionnaire. Questions included:    Does your mood often go up and down?   Do you ever feel 'just miserable' for no reason?   Are you an irritable person?   Are your feelings easily hurt?   Do you often feel 'fed-up'?   Would you call yourself a nervous person?   Are you a worrier?   Would you call yourself tense or 'highly strung'?   Do you worry too long after an embarrassing experience?   Do you suffer from 'nerves'?   Do you often feel lonely?   Are you often troubled by feelings of guilt?   Participants could answer Yes, No, Do not know or Prefer not to answer.   This field summarises the number of Yes answers across these twelve questions into a single integer score for each participant.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."
670-0.0,0.007327373,0.000552158,0.001755556,0.003211696,670,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,100066,Type of accommodation lived in,501638,574064,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \What type of accommodation do you live in?\"" If the participant activated the Help button they were shown the message:     Please select:  A house or bungalow for any whole"
4581-0.0,0.005444126,0.000543752,0.002155556,0.002714478,4581,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Financial situation satisfaction,214359,245135,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \In general how satisfied are you with your FINANCIAL SITUATION?\""  Question was introduced part way through fieldwork in April 2009."""
709-0.0,0.001111651,0.000543645,0.002844444,0.001499914,709,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,100066,Number in household,500256,572576,Complete,Integer,people,Data,Primary,Unisex,4,1,ACE touchscreen question \Including yourself
767-0.0,0.00032025,0.000541989,0.002177778,0.001013339,767,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment,100064,Length of working week for main job,288418,315178,Complete,Integer,hours,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical WEEK
22040-0.0,0.000741542,0.000535596,0.002844444,0.001373861,22040,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores,54,Summed MET minutes per week for all activity,402364,402364,Complete,Continuous,minutes/week,Data,Derived,Unisex,1,1,"Total Metabolic Equivalent Task (MET) minutes per week for all activity including walking, moderate and vigorous activity."
20519-0.0,0.001884325,0.000514797,0.001488889,0.001296004,20519,Online follow-up > Mental health > Depression,138,Recent feelings of tiredness or low energy,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Over the last 2 weeks
20416-0.0,0.000815945,0.000477319,0.002022222,0.001105162,20416,Online follow-up > Mental health > Alcohol use,142,Frequency of consuming six or more units of alcohol,143655,143655,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \In the next two questions
23124-0.0,0.00180231,0.000476122,0.002066667,0.001448366,23124,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat mass (left),492880,561944,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left arm fat mass. Left arm fat mass in Kg, 0.1 increments."
20022-0.0,0.000181225,0.000469962,0.002333333,0.00099484,20022,UK Biobank Assessment Centre > Verbal interview > Early life factors,100072,Birth weight,280247,293426,Complete,Continuous,Kg,Data,Derived,Unisex,3,1,"Participants were asked to enter their own birth-weight.  The weight could be entered either in Kg or in Imperial pounds+ounces. Values entered as Imperial units are held in ~F121~ and ~F122~, and their values have been converted into Kg and incorporated into this field.   This question was dropped from the touchscreen protocol on 24/10/2016."
23104-0.0,0.00037065,0.000461193,0.002244444,0.001025429,23104,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Body mass index (BMI),493067,562162,Complete,Continuous,Kg/m2,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Body Mass Index. Increments of 0.1 .
23112-0.0,0.000609674,0.000456699,0.002044444,0.001036939,23112,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg fat mass (right),493031,562122,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right leg fat mass Right leg fat mass in Kg, 0.1 increments."
23100-0.0,0.001085348,0.000445853,0.001933333,0.001154845,23100,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Whole body fat mass,492290,561259,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Fat mass Total fat mass in Kg, in 0.1Kg increments."
20477-0.0,0.000347384,0.000420518,0.001155556,0.000641152,20477,Online follow-up > Mental health > Unusual and psychotic experiences,144,Ever talked to a health professional about unusual or psychotic experiences,7801,7801,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Did you ever talk to a doctor
94-0.0,5.93E-05,0.000412551,0.001777778,0.000749881,94,UK Biobank Assessment Centre > Physical measures > Blood pressure,100011,"Diastolic blood pressure, manual reading",48862,81101,Complete,Integer,mmHg,Data,Primary,Unisex,4,2,"Blood pressure, manual reading, diastolic. Two measures of blood pressure were taken a few moments apart. A manual sphygmometer was used if the standard automated device could not be employed."
845-0.0,0.002722084,0.000405875,0.002022222,0.001716727,845,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,100063,Age completed full time education,337400,354344,Complete,Integer,years,Data,Primary,Unisex,3,1,"ACE touchscreen question \At what age did you complete your continuous full time education?\"" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer > 40 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the age that you completed 'continuous' full time education. For example"
4620-0.0,0.003275415,0.000395956,0.001844444,0.001838605,4620,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Number of depression episodes,112994,125492,Complete,Integer,periods,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many periods have you had when you were feeling depressed or down for at least a whole week?\""  Question was introduced part way through fieldwork in April 2009.  The following checks were performed:    If answer    If answer > 9999 then rejected     ~F4620~ was collected from participants who indicated they have felt depressed or down for at least a whole week"
23128-0.0,0.000856375,0.000393239,0.002066667,0.001105427,23128,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Trunk fat mass,492797,561841,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Trunk fat mass Trunk fat mass in Kg, 0.1 increments."
1239-0.0,0.000588152,0.000391862,0.001444444,0.000808153,1239,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Current tobacco smoking,501610,574036,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you smoke tobacco now?\"""""
23116-0.0,0.000387777,0.00038924,0.001777778,0.000851598,23116,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg fat mass (left),493007,562094,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left leg fat mass Left leg free mass in Kg, 0.1 increments."
1797-0.0,0.00035783,0.000388144,0.001711111,0.000819028,1797,UK Biobank Assessment Centre > Touchscreen > Family history,100034,Father still alive,494277,565709,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Is your father still alive?\"" ~F1797~ was collected from all participants except those who indicated they were adopted as a child"
1279-0.0,0.000419151,0.000386601,0.001311111,0.000705621,1279,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Exposure to tobacco smoke outside home,464097,533494,Complete,Integer,hours/week,Data,Primary,Unisex,4,1,ACE touchscreen question \Outside of your home
23113-0.0,0.000350182,0.000377629,0.001955556,0.000894456,23113,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg fat-free mass (right),493022,562110,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right leg fat free mass. Right leg fat free mass in Kg, 0.1 increments."
20504-0.0,0.000364108,0.000373793,0.002022222,0.000920041,20504,Online follow-up > Mental health > Addictions,141,Ongoing addiction or dependence to over-the-counter medication,1317,1317,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Is this addiction or dependence ongoing?\""  Question was asked when ~F20503~ was Yes."""
20548-0.0-8,0.000757465,0.000371972,0.0008,0.000643146,20548,Online follow-up > Mental health > Mania,139,Manifestations of mania or irritability,29048,74851,Accruing,Categorical multiple,,Data,Primary,Unisex,1,8,"Question asked: \Please try to remember a period when you were in a \""high\"" or \""irritable\"" state and select all of the following that apply:\""  Participant was offered a set of options which have been combined here into a single answer  Question was asked when ~F20501~ was Yes or ~F20502~ was Yes."""
20463-0.0,0.000310568,0.000366632,0.001266667,0.000647955,20463,Online follow-up > Mental health > Unusual and psychotic experiences,144,Ever heard an un-real voice,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Did you ever hear things that other people said did not exist
400-0.1,0.000204173,0.000365535,0.001955556,0.000841754,400,UK Biobank Assessment Centre > Cognitive function > Pairs matching,100030,Time to complete round,498734,1168787,Complete,Integer,deciseconds,Data,Primary,Unisex,4,3,
20539-0.0,0.000176243,0.000360067,0.001866667,0.000800992,20539,Online follow-up > Mental health > Anxiety,140,Frequency of inability to stop worrying during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
1339-0.0,0.000817763,0.000355636,0.001577778,0.000917059,1339,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Non-oily fish intake,501607,574033,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \How often do you eat other types of fish? (e.g. cod
6350-2.0,0.003661167,0.000346489,0.001733333,0.001913663,6350,UK Biobank Assessment Centre > Cognitive function > Trail making,505,Duration to complete alphanumeric path (trail #2),33992,36778,Accruing,Integer,deciseconds,Data,Primary,Unisex,2,1,Duration to complete alphanumeric path (trail #2)
20023-0.0,0.000139103,0.000343989,0.001711111,0.000731401,20023,UK Biobank Assessment Centre > Cognitive function > Reaction time,100032,Mean time to correctly identify matches,496833,565834,Complete,Integer,milliseconds,Data,Derived,Unisex,4,1,"This field is the mean duration to first press of snap-button summed over rounds in which both cards matched. It gives a crude measure of the raw processing+reaction speed of a participant.   The following data points were excluded when forming the average:   Rounds 0-4 were regarded as \training\"";   Times under 50ms must be due to anticipation rather than reaction;   Times over 2000ms were ignored as the cards had disappeared by then.     Values were rounded to the nearest whole number."""
3436-0.0,0.000381233,0.00033934,0.001088889,0.000603154,3436,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Age started smoking in current smokers,39520,40942,Complete,Integer,years,Data,Primary,Unisex,4,1,"ACE touchscreen question \How old were you when you first started smoking on most days?\""  The following checks were performed:    If answer    If answer > Participants age then rejected   If answer      ~F3436~ was collected from participants who indicated they currently smoke tobacco on most or all days"
5386-0.0,0.001572449,0.000334825,0.001177778,0.001028351,5386,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Number of unenthusiastic/disinterested episodes,75961,82741,Complete,Integer,periods,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many periods have you had when you were uninterested in things or unable to enjoy the things you used to for at least a whole week?\""  Question was introduced part way through fieldwork in April 2009.  The following checks were performed:    If answer    If answer > 999 then rejected     ~F5386~ was collected from participants who indicated they have been uninterested in things or unable to enjoy things they used to for at least a week"
874-0.0,0.000360238,0.000332959,0.001822222,0.000838473,874,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,100054,Duration of walks,480085,548823,Complete,Integer,minutes/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many minutes did you usually spend walking on a typical DAY?\"" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the number of minutes that you usually spend walking in one day. If the time you usually spend walking on each day of the week varies a lot"
1180-0.0,0.000401062,0.000329522,0.001266667,0.00066575,1180,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Morning/evening person (chronotype),498729,570268,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you consider yourself to be?\"" If the participant activated the Help button they were shown the message:     If this varies a lot"
1289-0.0,0.000510791,0.000324955,0.001733333,0.00085636,1289,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Cooked vegetable intake,501608,574034,Complete,Integer,tablespoons/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \On average how many heaped tablespoons of COOKED vegetables would you eat per DAY? (Do not include potatoes; put '0' if you do not eat any)\"" The following checks were performed:  If answer > 50 then rejected   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure"
99999997-0.0,0.002520741,0.000324451,0.001222222,0.001355805,99999997,,,Happiness and subjective well-being,,,,,,,,,,,Happiness and subjective well-being
2040-0.0,0.000472186,0.000319285,0.001311111,0.000700861,2040,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Risk taking,501594,574020,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Would you describe yourself as someone who takes risks?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
23107-0.0,0.00066975,0.000305744,0.001622222,0.000865905,23107,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Impedance of leg (right),493046,562140,Complete,Continuous,ohms,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Impedance of right leg, oh Measured impedance of right leg. Range 150 - 1200 (ohms) in 1 (ohms) increments."
1873-0.0,0.000172405,0.000300983,0.001244444,0.000572611,1873,UK Biobank Assessment Centre > Touchscreen > Family history,100034,Number of full brothers,494274,565706,Complete,Integer,,Data,Primary,Unisex,4,1,ACE touchscreen question \How many brothers do you have? (Please include those who have died
99999996-0.0,0.000860062,0.00029026,0.001244444,0.000798255,99999996,,,Mania,,,,,,,,,,,Mania
1200-0.0,0.000751593,0.000283774,0.001244444,0.000759937,1200,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,100057,Sleeplessness / insomnia,501610,574036,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Do you have trouble falling asleep at night or do you wake up in the middle of the night?\"" If the participant activated the Help button they were shown the message:     If this varies a lot"
23101-0.0,0.000593107,0.00027297,0.001,0.000622026,23101,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Whole body fat-free mass,493026,562119,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Fat free mass Fat free mass in Kg. Increment in 0.1 Kg
21021-0.0,0.002325549,0.000268684,0.001577778,0.00139067,21021,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,100007,Pulse wave Arterial Stiffness index,206852,234011,Complete,Continuous,,Data,Derived,Unisex,4,1,The time between peaks of the waveform (the peak-to-peak time) is divided into the persons height to obtain the Stiffness Index.  This value was calculated outside the Assessment Centre visit as the participant height was not known until after the stiffness device had been used.
23118-0.0,0.000399002,0.000267653,0.001288889,0.000651848,23118,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg predicted mass (left),492988,562069,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left leg predicted mass. in Kg, 0.1 increments."
2080-0.0,0.000648772,0.00026472,0.000444444,0.000452646,2080,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Frequency of tiredness / lethargy in last 2 weeks,501591,574017,Complete,Categorical single,,Data,Primary,Unisex,4,1,ACE touchscreen question \Over the past two weeks
20467-0.0,0.00044977,0.00026359,0.000777778,0.000497046,20467,Online follow-up > Mental health > Unusual and psychotic experiences,144,Frequency of unusual or psychotic experiences in past year,7801,7801,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \How often did any of these experiences happen in the past 1 year (seeing a vision
2473-0.0,0.000400045,0.000260522,0.001488889,0.000716485,2473,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,100044,Other serious medical condition/disability diagnosed by doctor,501570,573996,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Has a doctor ever told you that you have had any other serious medical conditions or disabilities?\"" If the participant activated the Help button they were shown the message:     If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously"
23117-0.0,0.000334849,0.00025726,0.0012,0.000597369,23117,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Leg fat-free mass (left),492994,562075,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Left leg fat free mass. Left leg fat free mass in Kg, 0.1 increments."
1438-0.0,4.86E-05,0.000247078,0.001022222,0.000439296,1438,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Bread intake,498721,570260,Complete,Integer,slices/week,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many slices of bread do you eat each WEEK?\"" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 50 then participant asked to confirm   If the participant activated the Help button they were shown the message:     For other types of bread:  - one bread roll = 2 slices  - one pitta bread = 2 slices      """
23108-0.0,0.000390838,0.000240812,0.001333333,0.000654995,23108,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Impedance of leg (left),493042,562134,Complete,Continuous,ohms,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Impedance of left leg, ohm Measured impedance of left leg. Range 150 - 1200 (ohms) in 1 (ohms) increments."
20408-0.0,0.000306415,0.00023528,0.0006,0.000380565,20408,Online follow-up > Mental health > Alcohol use,142,Frequency of memory loss due to drinking alcohol in last year,85195,85195,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \How often during the last year have you been unable to remember what happened the night before because you had been drinking?\""  Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding \""prefer not to answer\"" to one of these trigger questions were scored as 1 for that question."""
1050-0.0,0.00014469,0.000234748,0.001155556,0.000511665,1050,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Time spend outdoors in summer,498736,570275,Complete,Integer,hours/day,Data,Primary,Unisex,4,1,ACE touchscreen question \In a typical DAY in summer
3486-0.0,0.000223119,0.000219444,0.000777778,0.00040678,3486,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Ever tried to stop smoking,39520,40942,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Have you tried to give up smoking?\"" ~F3486~ was collected from participants who indicated they currently smoke tobacco on most or all days"
20503-0.0,0.000417079,0.000216195,0.000888889,0.000507388,20503,Online follow-up > Mental health > Addictions,141,Ever addicted to prescription or over-the-counter medication,9379,9379,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Have you been addicted to or dependent on prescription or over-the-counter medication?\""  Question was asked when ~F20401~ was Yes."""
99999991-0.0,0.000310009,0.000216052,0.000822222,0.000449428,99999991,,,Unusual and psychotic experiences,,,,,,,,,,,Unusual and psychotic experiences
1950-0.0,0.000629108,0.000215777,0.001022222,0.000622369,1950,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,100060,Sensitivity / hurt feelings,501596,574022,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \Are your feelings easily hurt?\"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     """
20490-0.0,0.000567857,0.000215459,0.000666667,0.000483328,20490,Online follow-up > Mental health > Traumatic events,145,Sexually molested as a child,157336,157336,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \When I was growing up... Someone molested me (sexually)\"""""
3476-0.0,0.000267839,0.000212129,0.000533333,0.000337767,3476,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,100058,Difficulty not smoking for 1 day,36386,37657,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \How easy or difficult would you find it to go without smoking for a whole day?\"" ~F3476~ was collected from participants who indicated they currently smoke tobacco on most or all days"
1558-0.0,0.00043561,0.000211686,0.001088889,0.000578728,1558,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,100051,Alcohol intake frequency.,501604,574030,Complete,Categorical single,,Data,Primary,Unisex,4,1,"ACE touchscreen question \About how often do you drink alcohol?\"" If the participant activated the Help button they were shown the message:     If this varies a lot"
20442-0.0,0.000908248,0.000210273,0.000933333,0.000683952,20442,Online follow-up > Mental health > Depression,138,Lifetime number of depressed periods,89028,89028,Accruing,Integer,,Data,Primary,Unisex,1,1,"Question asked: \How many periods did you have in your life lasting two or more weeks where you felt like this?\""  Question was asked when ~F20446~ was Yes or ~F20441~ was Yes."""
4196-0.0,0.000901629,0.00020846,0.001111111,0.0007404,4196,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,100007,Pulse wave peak to peak time,207846,235220,Complete,Integer,milliseconds,Data,Primary,Unisex,4,1,peak to peak time in milliseconds A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. peak to peak time is the difference between the peak values of direct and reflected components.
404-0.0,0.00023493,0.000206315,0.001044444,0.00049523,404,UK Biobank Assessment Centre > Cognitive function > Reaction time,100032,Duration to first press of snap-button in each round,494240,3406501,Complete,Integer,milliseconds,Data,Primary,Unisex,4,12,"This gives the interval between the cards being displayed and the participant pressing the snap-button to indicate a match. Note that the time is recorded regardless of whether the cards shown formed a matching pair. ~F401~ and ~F402~ need to be compared to determine if the cards were the same.  Each pair was displayed for 2 seconds, followed by a 1 second gap. If the button-press occurred during a gap then it was recorded against the previous pair, giving a value in the range 2001-2999ms."
23102-0.0,0.000389568,0.000203359,0.000977778,0.000523568,23102,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Whole body water mass,493070,562165,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.
20404-0.0,9.50E-05,0.000202851,0.000777778,0.00035856,20404,Online follow-up > Mental health > Addictions,141,Ever physically dependent on alcohol,3590,3590,Accruing,Categorical single,,Data,Primary,Unisex,1,1,"Question asked: \Have you been physically dependent on alcohol?\""  Question was asked when ~F20406~ was Yes."""
23119-0.0,0.000416649,0.000198168,0.000888889,0.000501235,23119,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat percentage (right),492978,562057,Complete,Continuous,percent,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Right arm fat percentage Range 1-75% in 0.1% increments.
1845-0.0,0.000544629,0.000197844,0.000955556,0.00056601,1845,UK Biobank Assessment Centre > Touchscreen > Family history,100034,Mother's age,199413,218330,Complete,Integer,years,Data,Primary,Unisex,4,1,"ACE touchscreen question \What is her age now?\"" The following checks were performed:  If answer   If answer > 122 then rejected  If answer   If answer > 105 then participant asked to confirm   ~F1845~ was collected from participants who indicated their mother is still alive"
20419-0.0,0.000111343,0.000193875,0.0008,0.000368406,20419,Online follow-up > Mental health > Anxiety,140,Difficulty concentrating during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \When you were worried or anxious
1309-0.0,0.000299317,0.000193631,0.000866667,0.000453205,1309,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Fresh fruit intake,501608,574034,Complete,Integer,pieces/day,Data,Primary,Unisex,4,1,ACE touchscreen question \About how many pieces of FRESH fruit would you eat per DAY? (Count one apple
23109-0.0,0.000361416,0.000187103,0.000933333,0.000493951,23109,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Impedance of arm (right),493013,562102,Complete,Continuous,ohms,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Impedance of right arm, oh Measured impedance of right arm. Range 150 - 1200 (ohms) in 1 (ohms) increments."
23099-0.0,0.000357148,0.000178253,0.000888889,0.000474763,23099,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Body fat percentage,492820,561867,Complete,Continuous,percent,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.
23120-0.0,0.000620518,0.000174896,0.000666667,0.00048736,23120,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat mass (right),492946,562022,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Right arm fat mass. Right arm fat mass in Kg, 0.1 increments."
1528-0.0,0.000275573,0.000174768,0.000977778,0.00047604,1528,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,100052,Water intake,501604,574030,Complete,Integer,glasses/day,Data,Primary,Unisex,4,1,"ACE touchscreen question \How many glasses of water do you drink each DAY? \"" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure"
23123-0.0,0.000425935,0.000170852,0.000733333,0.000443373,23123,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Arm fat percentage (left),492918,561988,Complete,Continuous,percent,Data,Derived,Unisex,4,1,Body composition estimation by impedance measurement. Left arm fat percentage Range 1-75% in 0.1% increments.
20537-0.0,0.000160485,0.000169207,0.000977778,0.000435823,20537,Online follow-up > Mental health > Anxiety,140,Frequency of difficulty controlling worry during worst period of anxiety,48768,48768,Accruing,Categorical single,,Data,Primary,Unisex,1,1,Question asked: \Please think of the period in your life when you have felt worried
23129-0.0,0.000614321,0.000164128,0.000644444,0.000474298,23129,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,100009,Trunk fat-free mass,492727,561757,Complete,Continuous,Kg,Data,Derived,Unisex,4,1,"Body composition estimation by impedance measurement. Trunk fat free mass. Trunk fat free mass in Kg, 0.1 increments."
